epoch,split,loss,accuracy,balanced_accuracy,sensitivity_melanoma,specificity,precision_melanoma,f1_melanoma,auc
14,val,0.49252665248521393,0.8808120497707924,0.517698636068413,0.03763440860215054,0.9977628635346756,0.7,0.07142857142857142,0.7939368790743547
15,train,0.009508835897872107,0.9974081055607917,0.9947592019285931,0.9913700107874865,0.9981483930696998,0.984994640943194,0.9881720430107527,0.9999171071331096
15,val,0.3166082893457378,0.885396201702685,0.5781915277477088,0.17204301075268819,0.9843400447427293,0.6037735849056604,0.26778242677824265,0.8029415538075421
16,train,0.0031549979743925073,0.9989396795475967,0.9984583496158608,0.9978425026968716,0.9990741965348499,0.9924892703862661,0.9951586874663798,0.9999941504173107
16,val,0.39380006442125826,0.8775376555337263,0.543618147266123,0.10215053763440861,0.9850857568978374,0.48717948717948717,0.1688888888888889,0.8022579843320263
17,train,0.006639276328768198,0.9988218661639963,0.9979189752900787,0.9967637540453075,0.9990741965348499,0.9924812030075187,0.9946178686759957,0.9999677559588344
17,val,0.449919247878874,0.870988867059594,0.6232409612470232,0.2956989247311828,0.9507829977628636,0.45454545454545453,0.3583061889250814,0.8206903049401426
18,train,0.004917511725023645,0.9991753063147973,0.9985906072537394,0.9978425026968716,0.9993387118106071,0.9946236559139785,0.996230479267636,0.9996886167263538
18,val,0.5725960023231565,0.8775376555337263,0.5019424598879026,0.005376344086021506,0.9985085756897838,0.3333333333333333,0.010582010582010581,0.7527523193251706
19,train,0.004134902153660196,0.9991753063147973,0.9981173617468966,0.9967637540453075,0.9994709694484857,0.9956896551724138,0.9962264150943396,0.9999880154891243
19,val,0.7940983810341906,0.8801571709233792,0.5080645161290323,0.016129032258064516,1.0,1.0,0.031746031746031744,0.7549694097648201
20,train,0.004501459334162757,0.9992931196983977,0.9986567360726786,0.9978425026968716,0.9994709694484857,0.9956942949407965,0.9967672413793104,0.9999400774456213
20,val,0.7791168434815585,0.8801571709233792,0.5126951480599456,0.026881720430107527,0.9985085756897838,0.7142857142857143,0.05181347150259067,0.7592412178361518
21,train,0.004576524063699361,0.9988218661639963,0.9988654663037643,0.9989212513484358,0.9988096812590928,0.9903743315508021,0.9946294307196563,0.999986018070645
21,val,0.42399166624678375,0.8781925343811395,0.50694594789637,0.016129032258064516,0.9977628635346756,0.5,0.03125,0.7056782372326862
22,train,0.008926310094759481,0.9969368520263902,0.9954411776665215,0.9935275080906149,0.9973548472424283,0.9787460148777896,0.9860813704496788,0.9999537740294793
22,val,0.42577045410993486,0.8788474132285528,0.5142647518702942,0.03225806451612903,0.9962714392244594,0.5454545454545454,0.06091370558375635,0.7676725762350356
23,train,0.012503363501505093,0.9977615457115928,0.9963773249059394,0.9946062567421791,0.9981483930696998,0.9850427350427351,0.989801395598497,0.9999135403143965
23,val,0.3791894204036309,0.8749181401440733,0.5652798826104737,0.15591397849462366,0.9746457867263236,0.4603174603174603,0.23293172690763053,0.8174809362295831
24,train,0.012619177917278354,0.9982327992459944,0.9966418401816965,0.9946062567421791,0.9986774236212141,0.9892703862660944,0.9919311457772996,0.9987096676623797
24,val,0.35612037268753294,0.8801571709233792,0.5312176757835991,0.06989247311827956,0.9925428784489188,0.5652173913043478,0.12440191387559808,0.775280042978679
25,train,0.0050814911797196,0.9992931196983977,0.9986567360726786,0.9978425026968716,0.9994709694484857,0.9956942949407965,0.9967672413793104,0.999933942517435
25,val,0.4571492858511623,0.8808120497707924,0.5246445839647832,0.053763440860215055,0.9955257270693513,0.625,0.09900990099009901,0.7676184519657133
